request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,VClass,co2TailpipeGpm,city08,fuelCost08,fuelType,pickup_day,co2_total_g,time_gap_sec,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_hour,hour_sin,hour_cos,hier_cluster
07/22/2023 12:05:15 AM,07/22/2023 12:11:08 AM,2023-07-22 00:11:36,2023-07-22 00:26:30,79,233,3.41,894.0,17.61,0.0,0.0,0.0,11.56,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1743.4990192018834,4.0,204368.5018753222,988147.6579909977,212491.9358422481,992439.5608777382,0,0.0,1.0,4
11/24/2023 10:15:01 PM,11/24/2023 10:21:05 PM,2023-11-24 22:22:24,2023-11-24 22:38:11,72,91,2.95,947.0,11.69,0.0,0.0,0.0,6.38,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1508.305603121864,19.0,176959.91492476902,1005823.7039946364,167452.06576771155,1003654.1440255484,22,-0.5000000000000004,0.8660254037844384,1
11/12/2023 01:10:31 AM,11/12/2023 01:15:55 AM,2023-11-12 01:16:35,2023-11-12 01:29:55,143,235,7.51,800.0,10.42,0.0,0.0,0.0,8.83,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,3839.788162523796,4.0,221982.08549339892,987671.7097013488,249885.02158991544,1007494.9920085216,1,0.25881904510252074,0.9659258262890683,3
10/01/2023 01:41:29 PM,10/01/2023 01:48:16 PM,2023-10-01 13:48:17,2023-10-01 14:01:38,249,79,1.4,801.0,9.42,0.0,0.0,0.0,7.97,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,715.8060489391895,4.0,206902.40799528995,983453.2246483456,204368.5018753222,988147.6579909977,13,-0.2588190451025208,-0.9659258262890683,8
11/18/2023 06:17:13 AM,11/18/2023 06:29:27 AM,2023-11-18 06:30:00,2023-11-18 06:44:43,130,132,4.98,883.0,21.02,0.0,2.5,0.0,7.46,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,1984.1688387005588,16.0,195964.28511474805,1041371.2864290018,175062.67758486557,1043488.1868617045,6,1.0,6.123233995736766e-17,15
09/24/2023 01:43:20 PM,09/24/2023 01:48:30 PM,2023-09-24 13:49:49,2023-09-24 14:01:33,260,7,2.13,704.0,12.36,0.0,0.0,0.0,6.33,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Sunday,957.3868711590452,9.0,210434.8918941504,1010211.9773426988,216719.21816867893,1006496.6791586808,13,-0.2588190451025208,-0.9659258262890683,17
01/19/2023 03:59:53 PM,01/19/2023 04:06:26 PM,2023-01-19 16:06:43,2023-01-19 16:13:20,132,132,2.66,397.0,7.18,0.0,1.25,0.0,6.07,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1360.0314929844603,2.0,175062.67758486557,1043488.1868617045,175062.67758486557,1043488.1868617045,16,-0.8660254037844384,-0.5000000000000004,16
10/29/2023 03:44:12 AM,10/29/2023 03:48:11 AM,2023-10-29 03:48:20,2023-10-29 03:59:24,163,90,1.97,664.0,18.01,0.0,0.0,2.39,4.49,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1007.241368864431,11.0,217776.88244811285,990463.7954353758,209708.74184834195,985089.2186553576,3,0.7071067811865475,0.7071067811865476,21
12/03/2023 10:14:53 AM,12/03/2023 10:24:17 AM,2023-12-03 10:24:17,2023-12-03 10:29:36,137,145,1.88,319.0,10.13,3.47,0.0,5.0,2.74,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,961.2252657183402,4.0,209039.3538898732,990763.615736023,210842.5649406597,998411.74313442,10,0.49999999999999994,-0.8660254037844387,19
11/16/2023 09:35:28 PM,11/16/2023 09:40:31 PM,2023-11-16 21:40:48,2023-11-16 21:53:01,137,237,1.9,733.0,11.44,0.0,0.0,0.0,6.18,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,757.0122075363577,2.0,209039.3538898732,990763.615736023,219305.82782555217,993769.0237137816,21,-0.7071067811865477,0.7071067811865474,11
09/08/2023 05:26:22 PM,09/08/2023 05:30:12 PM,2023-09-08 17:30:12,2023-09-08 17:45:38,170,246,1.72,926.0,21.19,0.0,0.0,8.18,19.48,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,685.2952615592291,8.0,211701.31597992923,990209.600058688,213727.4000817298,983137.466109154,17,-0.9659258262890683,-0.25881904510252063,9
01/17/2023 08:04:02 AM,,2023-01-17 08:19:49,2023-01-17 08:30:48,143,246,1.758,659.0,11.3,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,898.8478814536395,2.0,221982.08549339892,987671.7097013488,213727.4000817298,983137.466109154,8,0.8660254037844387,-0.4999999999999998,18
03/29/2023 04:18:01 AM,03/29/2023 04:25:27 AM,2023-03-29 04:25:51,2023-03-29 04:32:44,7,138,1.4,413.0,10.08,0.0,0.0,3.0,6.7,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,557.7984687110004,64.0,216719.21816867893,1006496.6791586808,221428.0449285067,1019251.3069710146,4,0.8660254037844386,0.5000000000000001,22
12/26/2023 12:49:18 PM,12/26/2023 12:51:44 PM,2023-12-26 12:52:26,2023-12-26 13:06:23,148,233,2.71,837.0,17.81,0.0,0.0,0.0,5.73,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,1079.7384644334363,1.0,201205.26489160705,986773.5460915552,212491.9358422481,992439.5608777382,12,1.2246467991473532e-16,-1.0,19
03/23/2023 12:57:54 AM,,2023-03-23 01:15:12,2023-03-23 01:28:36,157,256,4.724,804.0,12.34,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,2415.3341251348083,1.0,203062.4826545,1011322.0566218888,198271.799699528,995365.8780821688,1,0.25881904510252074,0.9659258262890683,1
06/21/2023 11:53:45 PM,06/21/2023 11:57:13 PM,2023-06-21 23:57:45,2023-06-22 00:07:52,79,13,1.8,607.0,10.36,0.0,0.0,0.0,4.03,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,717.1694597712863,5.0,204368.5018753222,988147.6579909977,198691.52543753176,979792.331028984,23,-0.25881904510252157,0.9659258262890681,4
06/04/2023 01:12:47 AM,06/04/2023 01:21:41 AM,2023-06-04 01:22:25,2023-06-04 01:35:21,97,181,2.12,776.0,11.53,0.0,0.0,0.0,5.04,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1083.9348741079157,0.0,190949.61806373845,991215.6982442432,183512.2660660261,989405.7462567874,1,0.25881904510252074,0.9659258262890683,1
01/23/2023 12:07:55 AM,,2023-01-23 00:24:34,2023-01-23 00:40:51,85,225,4.015,977.0,12.8,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,2052.8294903506044,16.0,174677.62359658885,997674.78128442,190001.9666835319,1003139.565788068,0,0.0,1.0,1
06/10/2023 02:41:29 AM,06/10/2023 02:48:17 AM,2023-06-10 02:48:47,2023-06-10 02:58:30,232,107,2.73,583.0,11.51,0.0,0.0,3.0,9.41,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,1087.7070139864509,1.0,199673.27702499644,988955.8875201414,207721.84599820204,988669.5907152938,2,0.49999999999999994,0.8660254037844387,3
08/04/2023 05:22:34 PM,08/04/2023 05:28:28 PM,2023-08-04 17:29:40,2023-08-04 17:43:59,42,74,2.42,859.0,9.88,0.0,0.0,0.0,7.45,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1237.3218845948848,13.0,237395.8715478042,1000643.632259087,231170.7231356335,1001596.4822018786,17,-0.9659258262890683,-0.25881904510252063,9
09/29/2023 10:56:16 AM,09/29/2023 10:59:33 AM,2023-09-29 11:00:52,2023-09-29 11:08:17,151,166,1.2,445.0,18.52,0.0,0.0,0.0,16.95,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,478.1129731808575,5.0,229997.644625548,993063.3768608609,234186.3268721064,994834.7872526807,11,0.258819045102521,-0.9659258262890682,19
11/27/2023 04:03:45 PM,11/27/2023 04:10:14 PM,2023-11-27 16:11:42,2023-11-27 16:27:11,91,39,1.87,929.0,6.85,0.0,0.0,0.0,5.59,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,745.0593832068363,21.0,167452.06576771155,1003654.1440255484,171746.3489405953,1012077.4831532118,16,-0.8660254037844384,-0.5000000000000004,10
06/23/2023 08:43:44 AM,06/23/2023 08:48:55 AM,2023-06-23 08:50:20,2023-06-23 08:59:57,91,72,2.2,577.0,11.61,0.0,0.0,0.0,6.29,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1124.8380769044409,22.0,167452.06576771155,1003654.1440255484,176959.91492476902,1005823.7039946364,8,0.8660254037844387,-0.4999999999999998,20
10/14/2023 07:17:18 PM,10/14/2023 07:24:42 PM,2023-10-14 19:26:34,2023-10-14 19:36:30,197,134,2.33,596.0,10.07,0.0,0.0,0.0,5.38,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,928.336022926165,18.0,192362.21698943275,1031135.2530615152,197284.97927258155,1031739.002250162,19,-0.9659258262890684,0.2588190451025203,14
01/07/2023 10:39:20 AM,,2023-01-07 10:58:13,2023-01-07 11:08:56,35,61,1.876,643.0,9.67,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,747.4499480727405,47.0,181203.32110491276,1009147.2314989058,185009.7476950033,1001091.0141538236,10,0.49999999999999994,-0.8660254037844387,7
09/14/2023 06:52:27 AM,09/14/2023 06:54:23 AM,2023-09-14 06:56:25,2023-09-14 07:04:30,248,213,2.62,486.0,13.81,0.0,0.0,0.0,4.07,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Thursday,1177.630799266056,5.0,243211.97877621523,1019590.3761034976,237276.93187677432,1023516.9037806736,6,1.0,6.123233995736766e-17,26
01/27/2023 05:18:22 PM,,2023-01-27 17:37:06,2023-01-27 17:48:03,151,48,3.457,657.0,16.95,0.0,0.0,1.97,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1767.5296508448416,15.0,229997.644625548,993063.3768608609,216986.0700337488,987063.1857021254,17,-0.9659258262890683,-0.25881904510252063,9
08/26/2023 06:41:55 PM,08/26/2023 06:50:09 PM,2023-08-26 18:50:25,2023-08-26 19:06:12,129,223,2.29,947.0,12.69,0.0,0.0,0.0,7.83,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1170.8541800505316,1.0,215206.60151323935,1016021.9707671712,222528.47602007707,1010448.2493393868,18,-1.0,-1.8369701987210297e-16,17
09/05/2023 04:21:51 AM,09/05/2023 04:29:28 AM,2023-09-05 04:29:57,2023-09-05 04:44:06,262,138,8.39,849.0,24.99,3.47,2.5,0.0,9.51,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,4289.7233932855725,141.0,221974.400787808,999064.725082434,221428.0449285067,1019251.3069710146,4,0.8660254037844386,0.5000000000000001,22
02/20/2023 04:35:14 PM,02/20/2023 04:38:59 PM,2023-02-20 16:39:14,2023-02-20 16:48:42,78,47,1.55,568.0,9.13,0.0,0.0,0.0,4.49,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,617.5625903586076,104.0,247139.9702458552,1015923.6509313948,246329.04426500175,1011831.0101993148,16,-0.8660254037844384,-0.5000000000000004,28
01/28/2023 11:24:36 AM,01/28/2023 11:31:13 AM,2023-01-28 11:31:35,2023-01-28 11:44:53,237,48,1.83,798.0,9.81,0.0,0.0,0.0,5.71,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,935.660763970512,9.0,219305.82782555217,993769.0237137816,216986.0700337488,987063.1857021254,11,0.258819045102521,-0.9659258262890682,19
02/26/2023 12:33:39 AM,,2023-02-26 00:45:00,2023-02-26 00:58:45,257,123,3.687,825.0,13.28,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,1469.0021100981846,0.0,177405.49666927903,990359.3815942472,157857.78764196427,994154.4642102672,0,0.0,1.0,1
11/24/2023 02:17:53 PM,11/24/2023 02:18:30 PM,2023-11-24 14:20:30,2023-11-24 14:34:33,90,114,1.85,843.0,13.99,0.0,0.0,0.0,7.54,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,945.8865646696436,68.0,209708.74184834195,985089.2186553576,204630.6079875288,984976.121743974,14,-0.4999999999999997,-0.8660254037844388,8
05/25/2023 06:18:33 PM,05/25/2023 06:29:45 PM,2023-05-25 18:30:13,2023-05-25 18:43:55,26,165,2.18,822.0,9.39,0.0,0.0,0.0,5.81,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1114.6122762053096,7.0,169148.40746897226,987397.4626662626,165498.6289448304,996235.9681391948,18,-1.0,-1.8369701987210297e-16,10
07/10/2023 07:07:21 PM,07/10/2023 07:08:28 PM,2023-07-10 19:08:57,2023-07-10 19:22:32,163,263,2.75,815.0,12.72,0.0,0.0,0.0,5.77,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,1095.6755635394652,27.0,217776.88244811285,990463.7954353758,223005.98840944967,997817.919661102,19,-0.9659258262890684,0.2588190451025203,12
08/24/2023 08:41:52 AM,08/24/2023 08:50:02 AM,2023-08-24 08:50:06,2023-08-24 08:55:35,35,61,0.96,329.0,6.86,0.0,0.0,0.0,2.71,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,382.490378544686,12.0,181203.32110491276,1009147.2314989058,185009.7476950033,1001091.0141538236,8,0.8660254037844387,-0.4999999999999998,20
10/21/2023 08:12:39 PM,10/21/2023 08:14:42 PM,2023-10-21 20:16:04,2023-10-21 20:29:23,145,179,2.55,799.0,12.27,0.0,0.0,0.0,8.45,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,1015.9900680093222,2.0,210842.5649406597,998411.74313442,220388.74304930717,1004100.553267476,20,-0.8660254037844386,0.5000000000000001,11
10/16/2023 08:11:36 AM,10/16/2023 08:15:31 AM,2023-10-16 08:15:31,2023-10-16 08:31:25,215,130,1.8,954.0,10.7,0.0,0.0,0.0,7.52,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,920.3220629218152,6.0,192344.28083004424,1042216.2459479596,195964.28511474805,1041371.2864290018,8,0.8660254037844387,-0.4999999999999998,15
12/25/2023 09:30:10 AM,12/25/2023 09:31:59 AM,2023-12-25 09:32:05,2023-12-25 09:37:34,238,239,1.31,329.0,6.67,0.0,0.0,0.0,2.7,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Monday,588.8153996330279,51.0,227717.51805898765,991712.7644413216,224895.87216479488,990167.498291722,9,0.7071067811865476,-0.7071067811865475,18
07/26/2023 12:21:38 AM,07/26/2023 12:24:59 AM,2023-07-26 00:25:21,2023-07-26 00:34:31,17,37,1.2,550.0,4.99,0.0,0.0,0.0,3.37,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,613.5480419478768,6.0,191215.0683591191,998142.206078638,192491.0725491703,1005813.8376355435,0,0.0,1.0,1
11/18/2023 07:12:19 PM,11/18/2023 07:17:33 PM,2023-11-18 19:18:02,2023-11-18 19:32:33,160,95,2.79,871.0,14.8,0.0,0.0,0.0,6.07,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Saturday,1254.0419579970594,0.0,201008.7480716868,1017500.3337736354,202150.22155636092,1026474.8421587804,19,-0.9659258262890684,0.2588190451025203,10
08/10/2023 08:54:51 AM,08/10/2023 09:00:46 AM,2023-08-10 09:02:46,2023-08-10 09:19:11,89,71,2.52,985.0,13.87,0.0,0.0,0.0,8.72,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,1288.4508880905412,6.0,171682.828384498,995082.8902422966,174013.8443005886,1001465.1562155226,9,0.7071067811865476,-0.7071067811865475,7
07/21/2023 12:24:53 AM,07/21/2023 12:27:48 AM,2023-07-21 00:28:10,2023-07-21 00:40:15,188,72,2.13,725.0,9.35,0.0,0.0,0.0,4.82,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1089.0477744574812,1.0,179279.2193722589,998832.3808813528,176959.91492476902,1005823.7039946364,0,0.0,1.0,1
06/29/2023 11:17:33 PM,06/29/2023 11:25:43 PM,2023-06-29 23:25:57,2023-06-29 23:32:36,249,186,1.64,399.0,11.39,0.0,0.0,0.0,8.83,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,653.4210633471719,2.0,206902.40799528995,983453.2246483456,211974.4462185665,986345.3986004688,23,-0.25881904510252157,0.9659258262890681,4
06/20/2023 11:05:19 PM,06/20/2023 11:07:53 PM,2023-06-20 23:08:23,2023-06-20 23:16:20,249,50,2.09,477.0,11.46,0.0,0.0,0.0,3.73,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,1068.5961730592187,21.0,206902.40799528995,983453.2246483456,218437.82028573463,985597.5343919232,23,-0.25881904510252157,0.9659258262890681,4
11/10/2023 11:00:40 PM,11/10/2023 11:17:52 PM,2023-11-10 23:18:03,2023-11-10 23:34:02,162,233,1.25,959.0,8.98,0.0,0.0,0.0,5.32,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,498.0343470633932,0.0,214959.58164229896,991908.589567896,212491.9358422481,992439.5608777382,23,-0.25881904510252157,0.9659258262890681,4
02/18/2023 10:31:30 PM,02/18/2023 10:37:20 PM,2023-02-18 22:37:53,2023-02-18 22:54:25,230,235,8.53,992.0,20.38,0.0,0.0,0.0,10.43,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,4361.303998179491,3.0,216099.1397683868,988628.0600467024,249885.02158991544,1007494.9920085216,22,-0.5000000000000004,0.8660254037844384,4
09/10/2023 02:08:54 PM,09/10/2023 02:18:23 PM,2023-09-10 14:18:55,2023-09-10 14:26:47,87,232,1.28,472.0,6.05,0.0,0.0,0.0,4.65,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,654.451244744402,52.0,196785.94084490495,982171.727891981,199673.27702499644,988955.8875201414,14,-0.4999999999999997,-0.8660254037844388,8
09/11/2023 01:31:55 AM,09/11/2023 01:36:29 AM,2023-09-11 01:36:39,2023-09-11 01:44:51,186,229,1.85,492.0,8.92,0.0,0.0,0.0,3.66,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,945.8865646696436,16.0,211974.4462185665,986345.3986004688,214975.36687718585,993906.1723071608,1,0.25881904510252074,0.9659258262890683,3
03/21/2023 06:23:46 AM,,2023-03-21 06:29:13,2023-03-21 06:44:39,192,130,4.117,926.0,11.98,0.0,0.0,2.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,2104.981073916174,65.0,210299.4932891908,1035449.7277915126,195964.28511474805,1041371.2864290018,6,1.0,6.123233995736766e-17,22
09/12/2023 08:28:33 AM,09/12/2023 08:32:23 AM,2023-09-12 08:32:24,2023-09-12 08:43:29,164,113,1.57,665.0,17.75,0.0,0.0,0.0,14.06,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,625.531139911622,11.0,212002.8930356689,988362.833435725,206174.92383447656,985828.421266087,8,0.8660254037844387,-0.4999999999999998,19
03/05/2023 11:20:30 PM,,2023-03-05 23:30:24,2023-03-05 23:46:41,76,35,3.084,977.0,13.54,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,1576.8184678060434,1.0,180096.55428265326,1018425.395770319,181203.32110491276,1009147.2314989058,23,-0.25881904510252157,0.9659258262890681,2
01/13/2023 09:18:32 PM,,2023-01-13 21:25:34,2023-01-13 21:33:15,36,37,1.035,461.0,6.22,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,412.3724393684896,18.0,194506.2645740725,1007067.3784547452,192491.0725491703,1005813.8376355435,21,-0.7071067811865477,0.7071067811865474,1
12/18/2023 08:44:13 PM,12/18/2023 08:49:47 PM,2023-12-18 20:50:46,2023-12-18 21:04:17,188,188,2.02,811.0,7.08,0.0,0.0,0.0,6.12,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,804.8235048544435,10.0,179279.2193722589,998832.3808813528,179279.2193722589,998832.3808813528,20,-0.8660254037844386,0.5000000000000001,10
05/24/2023 07:59:32 AM,05/24/2023 08:00:11 AM,2023-05-24 08:02:12,2023-05-24 08:12:24,237,239,1.68,613.0,10.95,0.0,0.0,3.0,4.23,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,669.3581624532005,28.0,219305.82782555217,993769.0237137816,224895.87216479488,990167.498291722,8,0.8660254037844387,-0.4999999999999998,18
11/30/2023 10:09:50 AM,11/30/2023 10:10:46 AM,2023-11-30 10:11:10,2023-11-30 10:21:23,10,130,2.11,613.0,10.37,0.0,0.0,0.0,4.26,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Thursday,948.3973230730448,10.0,186706.4964691572,1042223.6050722592,195964.28511474805,1041371.2864290018,10,0.49999999999999994,-0.8660254037844387,16
10/18/2023 05:55:37 AM,10/18/2023 06:03:42 AM,2023-10-18 06:03:42,2023-10-18 06:14:58,4,87,4.02,676.0,10.88,0.0,0.0,0.0,6.07,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,2055.385940525387,4.0,202959.7823911368,990633.980641048,196785.94084490495,982171.727891981,6,1.0,6.123233995736766e-17,21
02/10/2023 08:11:53 PM,,2023-02-10 20:31:39,2023-02-10 20:45:08,100,233,1.656,809.0,14.33,0.0,0.0,1.22,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,659.7959029895833,4.0,213801.8903360138,987356.7624025444,212491.9358422481,992439.5608777382,20,-0.8660254037844386,0.5000000000000001,11
