request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,VClass,co2TailpipeGpm,city08,fuelCost08,fuelType,pickup_day,co2_total_g,time_gap_sec,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_hour,hour_sin,hour_cos,dbscan_cluster
05/18/2023 04:23:26 PM,05/18/2023 04:27:19 PM,2023-05-18 16:27:46,2023-05-18 17:19:06,183,235,7.2,,25.53,0.0,0.0,0.0,34.9,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,2868.677839085145,6.0,248698.6851038097,1030844.6058161812,249885.02158991544,1007494.9920085216,16,-0.8660254037844384,-0.5000000000000004,18
02/24/2023 11:30:17 PM,02/24/2023 11:34:32 PM,2023-02-24 23:36:32,2023-02-25 00:06:47,76,36,5.98,,14.27,0.0,0.0,0.0,15.24,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,3057.5144090402528,1.0,180096.55428265326,1018425.395770319,194506.2645740725,1007067.3784547452,23,-0.25881904510252157,0.9659258262890681,6
01/10/2023 06:41:29 PM,,2023-01-10 18:52:19,2023-01-10 19:14:43,69,254,5.682,,19.38,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,2905.149978623197,4.0,242196.03761468016,1007764.085658132,260702.71418530465,1023253.9608941408,18,-1.0,-1.8369701987210297e-16,7
12/28/2023 11:01:13 PM,12/28/2023 11:04:10 PM,2023-12-28 23:04:44,2023-12-28 23:36:14,143,42,5.79,,19.61,0.0,0.0,0.0,16.03,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,2960.3693023985056,4.0,221982.08549339892,987671.7097013488,237395.8715478042,1000643.632259087,23,-0.25881904510252157,0.9659258262890681,6
01/28/2023 03:21:32 PM,,2023-01-28 15:42:39,2023-01-28 16:05:15,197,205,4.845,,15.75,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,2477.2002193645526,9.0,192362.21698943275,1031135.2530615152,191188.337269898,1049933.6363754966,15,-0.7071067811865471,-0.7071067811865479,-1
10/07/2023 07:51:25 PM,10/07/2023 07:52:49 PM,2023-10-07 19:53:12,2023-10-07 20:25:40,92,36,9.41,,19.67,0.0,0.0,0.0,19.91,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,4811.239228941267,1.0,216612.8159510848,1031660.7208707302,194506.2645740725,1007067.3784547452,19,-0.9659258262890684,0.2588190451025203,-1
05/20/2023 07:21:23 AM,05/20/2023 07:29:33 AM,2023-05-20 07:29:48,2023-05-20 08:02:22,119,87,13.19,,25.79,0.0,0.0,0.0,29.66,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Saturday,5928.606962717281,10.0,244528.83953167716,1004682.7553744144,196785.94084490495,982171.727891981,7,0.9659258262890683,-0.25881904510252063,8
07/29/2023 07:21:44 PM,07/29/2023 07:22:33 PM,2023-07-29 19:24:15,2023-07-29 20:31:04,249,36,8.24,,33.0,0.0,0.0,0.0,39.91,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,4213.029888042088,0.0,206902.40799528995,983453.2246483456,194506.2645740725,1007067.3784547452,19,-0.9659258262890684,0.2588190451025203,2
10/06/2023 02:33:03 AM,10/06/2023 02:35:24 AM,2023-10-06 02:37:08,2023-10-06 02:58:46,60,250,3.64,,11.98,0.0,0.0,0.0,12.28,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1861.095727241893,29.0,243143.05780958597,1015824.0717104394,242470.43505891712,1026135.800629396,2,0.49999999999999994,0.8660254037844387,-1
10/31/2023 12:33:42 PM,10/31/2023 12:39:20 PM,2023-10-31 12:39:45,2023-10-31 12:57:01,66,226,6.39,,14.06,0.0,0.0,0.0,9.07,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,2545.951582188066,31.0,195128.66351404483,988214.5459807584,208048.82712851567,1005124.9821983832,12,1.2246467991473532e-16,-1.0,9
11/02/2023 01:01:10 AM,11/02/2023 01:07:06 AM,2023-11-02 01:07:34,2023-11-02 01:22:17,145,83,2.98,883.0,6.97,0.0,0.0,0.0,8.26,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,1187.3138833991295,5.0,210842.5649406597,998411.74313442,208286.3127456639,1014131.0479577216,1,0.25881904510252074,0.9659258262890683,10
12/27/2023 04:54:32 PM,12/27/2023 05:02:19 PM,2023-12-27 17:02:49,2023-12-27 17:13:24,263,168,2.33,635.0,10.72,0.0,0.0,0.0,4.62,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,928.336022926165,44.0,223005.98840944967,997817.919661102,233426.31053268496,1007276.655262574,17,-0.9659258262890683,-0.25881904510252063,11
07/14/2023 10:26:00 PM,07/14/2023 10:31:01 PM,2023-07-14 22:32:05,2023-07-14 22:53:17,67,89,3.65,,17.69,0.0,0.0,0.0,14.61,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1866.2086275914585,14.0,165020.58539900745,980418.277887647,171682.828384498,995082.8902422966,22,-0.5000000000000004,0.8660254037844384,-1
09/30/2023 10:05:05 AM,09/30/2023 10:11:39 AM,2023-09-30 10:11:49,2023-09-30 10:41:34,89,65,5.52,,19.77,0.0,0.0,7.0,12.17,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,2822.320992960233,1.0,171682.828384498,995082.8902422966,192606.94834778877,988108.3766447256,10,0.49999999999999994,-0.8660254037844387,-1
02/19/2023 06:47:17 PM,,2023-02-19 18:53:09,2023-02-19 19:29:27,148,71,6.697,,25.41,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,2668.268817826836,6.0,201205.26489160705,986773.5460915552,174013.8443005886,1001465.1562155226,18,-1.0,-1.8369701987210297e-16,12
03/23/2023 08:47:01 PM,03/23/2023 08:53:16 PM,2023-03-23 20:54:35,2023-03-23 21:32:21,254,28,10.78,,28.55,3.28,0.0,0.0,29.7,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,5511.70657683176,8.0,260702.71418530465,1023253.9608941408,198588.18036389697,1037276.450260145,20,-0.8660254037844386,0.5000000000000001,63
02/04/2023 09:03:05 PM,,2023-02-04 21:24:10,2023-02-04 22:13:44,49,164,6.892,,25.02,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,3523.810920920639,4.0,189923.67993134004,994687.7989075348,212002.8930356689,988362.833435725,21,-0.7071067811865477,0.7071067811865474,13
12/22/2023 09:06:06 AM,12/22/2023 09:10:00 AM,2023-12-22 09:10:21,2023-12-22 09:27:57,45,68,2.63,,16.47,0.0,0.0,0.0,6.68,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,1047.8642662213792,17.0,198844.63611660185,984762.4692829204,211948.91240008167,984272.778632622,9,0.7071067811865476,-0.7071067811865475,14
12/06/2023 05:07:26 PM,12/06/2023 05:10:08 PM,2023-12-06 17:10:50,2023-12-06 18:03:19,213,127,10.03,,25.18,0.0,0.0,0.0,31.64,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Wednesday,3996.227600836667,16.0,237276.93187677432,1023516.9037806736,254822.37005747703,1006568.4872156872,17,-0.9659258262890683,-0.25881904510252063,73
06/06/2023 11:59:05 PM,06/07/2023 12:01:02 AM,2023-06-07 00:01:20,2023-06-07 00:32:48,69,173,12.25,,24.55,3.28,0.0,0.0,21.36,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,6263.302928217909,24.0,242196.03761468016,1007764.085658132,213491.23352672328,1022197.0870768116,0,0.0,1.0,15
02/20/2023 10:49:08 PM,,2023-02-20 22:55:58,2023-02-20 23:07:55,41,7,4.243,717.0,11.34,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,1690.5277876719822,6.0,232321.2905475168,997734.6452331402,216719.21816867893,1006496.6791586808,22,-0.5000000000000004,0.8660254037844384,16
01/21/2023 10:25:20 PM,,2023-01-21 22:35:35,2023-01-21 23:15:35,181,36,6.664,,22.86,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,3407.236792950542,6.0,183512.2660660261,989405.7462567874,194506.2645740725,1007067.3784547452,22,-0.5000000000000004,0.8660254037844384,16
10/28/2023 03:40:29 PM,10/28/2023 03:44:56 PM,2023-10-28 15:45:05,2023-10-28 16:18:20,7,25,7.25,,24.6,0.0,0.0,5.49,14.72,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,2888.5992129676806,44.0,216719.21816867893,1006496.6791586808,189071.57913936637,988101.2213261976,15,-0.7071067811865471,-0.7071067811865479,4
04/24/2023 12:57:08 AM,04/24/2023 01:03:44 AM,2023-04-24 01:04:41,2023-04-24 01:20:10,143,75,2.84,929.0,15.27,0.0,0.0,2.09,10.03,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Monday,1131.5340365280294,86.0,221982.08549339892,987671.7097013488,227103.7596245498,999272.1113831652,1,0.25881904510252074,0.9659258262890683,10
01/24/2023 09:13:09 PM,01/24/2023 09:15:27 PM,2023-01-24 21:16:25,2023-01-24 21:35:33,60,127,4.68,,11.05,0.0,0.0,0.0,9.35,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,2392.83736359672,86.0,243143.05780958597,1015824.0717104394,254822.37005747703,1006568.4872156872,21,-0.7071067811865477,0.7071067811865474,13
11/13/2023 06:54:44 AM,11/13/2023 07:00:29 AM,2023-11-13 07:00:40,2023-11-13 07:49:04,65,35,7.19,,18.03,0.0,0.0,0.0,33.66,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,3676.1753513376952,0.0,192606.94834778877,988108.3766447256,181203.32110491276,1009147.2314989058,7,0.9659258262890683,-0.25881904510252063,8
04/30/2023 02:01:38 AM,04/30/2023 02:08:39 AM,2023-04-30 02:10:40,2023-04-30 02:37:13,233,166,3.35,,72.4,0.0,0.0,0.0,15.04,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,1334.732050129894,19.0,212491.9358422481,992439.5608777382,234186.3268721064,994834.7872526807,2,0.49999999999999994,0.8660254037844387,1
05/25/2023 08:36:37 AM,05/25/2023 08:41:33 AM,2023-05-25 08:41:51,2023-05-25 09:11:11,74,147,4.36,,18.34,0.0,0.0,0.0,15.99,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Thursday,1959.721482748093,12.0,231170.7231356335,1001596.4822018786,237923.2448208716,1012217.112268326,8,0.8660254037844387,-0.4999999999999998,0
02/10/2023 05:44:03 PM,02/10/2023 05:46:45 PM,2023-02-10 17:46:53,2023-02-10 18:33:27,161,243,11.33,,32.36,0.0,0.0,0.0,38.32,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,5792.91609605787,9.0,215447.5272239114,990428.525989642,251552.22868853091,1002830.5879831794,17,-0.9659258262890683,-0.25881904510252063,11
08/02/2023 12:42:47 AM,08/02/2023 12:47:08 AM,2023-08-02 00:47:27,2023-08-02 01:30:30,238,78,8.34,,18.61,0.0,0.0,0.0,19.38,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,4264.158891537743,16.0,227717.51805898765,991712.7644413216,247139.9702458552,1015923.6509313948,0,0.0,1.0,15
10/17/2023 11:35:01 AM,10/17/2023 11:36:11 AM,2023-10-17 11:38:11,2023-10-17 12:01:26,95,36,4.77,,19.53,0.0,0.0,0.0,17.89,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,1900.4990683939084,39.0,202150.22155636092,1026474.8421587804,194506.2645740725,1007067.3784547452,11,0.258819045102521,-0.9659258262890682,-1
08/29/2023 06:58:50 AM,08/29/2023 07:05:47 AM,2023-08-29 07:05:49,2023-08-29 07:21:46,143,166,2.99,957.0,11.34,0.0,0.0,0.0,8.27,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,1528.7572045201264,9.0,221982.08549339892,987671.7097013488,234186.3268721064,994834.7872526807,7,0.9659258262890683,-0.25881904510252063,8
09/28/2023 09:58:30 PM,09/28/2023 09:59:11 PM,2023-09-28 21:59:43,2023-09-28 22:13:56,188,72,2.28,853.0,4.47,0.0,0.0,0.0,5.51,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Thursday,908.4146490436292,2.0,179279.2193722589,998832.3808813528,176959.91492476902,1005823.7039946364,21,-0.7071067811865477,0.7071067811865474,13
09/18/2023 08:34:43 AM,09/18/2023 08:36:50 AM,2023-09-18 08:37:15,2023-09-18 10:10:53,174,237,13.18,,56.13,0.0,0.0,0.0,49.58,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,6738.802660727513,4.0,258865.7027677805,1017705.6853706642,219305.82782555217,993769.0237137816,8,0.8660254037844387,-0.4999999999999998,0
07/28/2023 01:14:25 PM,07/28/2023 01:25:45 PM,2023-07-28 13:26:06,2023-07-28 14:35:43,62,143,11.81,,48.43,0.0,0.0,6.79,42.4,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,4705.42851105494,13.0,182119.2885742171,998457.1474750465,221982.08549339892,987671.7097013488,13,-0.2588190451025208,-0.9659258262890683,17
01/22/2023 05:20:41 PM,01/22/2023 05:26:49 PM,2023-01-22 17:27:21,2023-01-22 17:46:53,211,246,3.35,,18.73,0.0,0.0,0.0,13.79,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,1334.732050129894,8.0,203008.4913330032,983823.8071164908,213727.4000817298,983137.466109154,17,-0.9659258262890683,-0.25881904510252063,11
08/20/2023 06:16:05 PM,08/20/2023 06:20:23 PM,2023-08-20 18:22:23,2023-08-20 18:32:41,75,262,1.64,618.0,9.69,0.0,0.0,0.0,4.15,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Sunday,653.4210633471719,15.0,227103.7596245498,999272.1113831652,221974.400787808,999064.725082434,18,-1.0,-1.8369701987210297e-16,12
02/25/2023 11:55:00 PM,,2023-02-26 00:02:34,2023-02-26 00:21:59,168,157,8.674,,18.92,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,4434.929763213236,8.0,233426.31053268496,1007276.655262574,203062.4826545,1011322.0566218888,0,0.0,1.0,15
07/01/2023 03:41:17 AM,07/01/2023 03:49:07 AM,2023-07-01 03:49:46,2023-07-01 04:02:35,80,36,2.25,769.0,15.08,0.0,0.0,0.0,15.99,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Saturday,1011.324159675048,22.0,199911.28634464616,1001771.8842984998,194506.2645740725,1007067.3784547452,3,0.7071067811865475,0.7071067811865476,-1
01/31/2023 08:43:54 AM,,2023-01-31 09:03:08,2023-01-31 09:31:51,126,159,3.216,,11.94,0.0,0.0,0.0,0.0,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Tuesday,1445.5193322288685,5.0,235158.3269340541,1015935.0216336484,237403.26520762575,1008372.3431942796,9,0.7071067811865476,-0.7071067811865475,31
01/25/2023 10:59:37 PM,,2023-01-25 23:07:02,2023-01-25 23:40:14,236,198,8.913,,27.06,0.0,0.0,0.0,0.0,Y,Y,N,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Wednesday,4006.19210452609,16.0,223613.7535760244,996155.3867656848,196698.5440138868,1011501.4868411964,23,-0.25881904510252157,0.9659258262890681,6
03/03/2023 07:53:30 AM,,2023-03-03 08:03:00,2023-03-03 08:23:08,68,229,2.556,,12.85,0.0,0.0,3.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,1018.3806328752264,7.0,211948.91240008167,984272.778632622,214975.36687718585,993906.1723071608,8,0.8660254037844387,-0.4999999999999998,0
09/12/2023 12:09:57 AM,09/12/2023 12:14:57 AM,2023-09-12 00:15:02,2023-09-12 00:57:46,239,85,16.43,,24.59,3.47,0.0,0.0,27.08,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,8400.495274336346,37.0,224895.87216479488,990167.498291722,174677.62359658885,997674.78128442,0,0.0,1.0,15
10/20/2023 05:24:22 PM,10/20/2023 05:24:42 PM,2023-10-20 17:26:37,2023-10-20 17:57:43,163,145,3.59,,24.19,0.0,0.0,0.0,18.08,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Friday,1430.3546447660651,1.0,217776.88244811285,990463.7954353758,210842.5649406597,998411.74313442,17,-0.9659258262890683,-0.25881904510252063,11
07/10/2023 01:51:38 AM,07/10/2023 01:53:27 AM,2023-07-10 01:53:31,2023-07-10 02:09:58,237,7,4.26,987.0,13.21,0.0,0.0,2.19,9.05,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,2178.0955489149624,26.0,219305.82782555217,993769.0237137816,216719.21816867893,1006496.6791586808,1,0.25881904510252074,0.9659258262890683,10
08/05/2023 02:05:36 AM,08/05/2023 02:09:28 AM,2023-08-05 02:11:28,2023-08-05 02:45:18,50,256,9.23,,22.41,3.28,0.0,0.0,26.7,Y,Y,,Minivans,449.4774043000213,17.906183368869936,2164.6055437100213,Regular,Saturday,4148.6764416891965,4.0,218437.82028573463,985597.5343919232,198271.799699528,995365.8780821688,2,0.49999999999999994,0.8660254037844387,1
03/07/2023 04:42:53 PM,03/07/2023 04:50:05 PM,2023-03-07 16:51:30,2023-03-07 17:24:26,25,37,5.45,,27.8,0.0,0.0,0.0,18.33,Y,Y,,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Tuesday,2171.429753196395,1.0,189071.57913936637,988101.2213261976,192491.0725491703,1005813.8376355435,16,-0.8660254037844384,-0.5000000000000004,18
07/13/2023 12:11:06 PM,07/13/2023 12:15:41 PM,2023-07-13 12:16:04,2023-07-13 12:40:37,160,129,4.59,,10.94,0.0,0.0,0.0,11.66,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Thursday,2346.821260450629,63.0,201008.7480716868,1017500.3337736354,215206.60151323935,1016021.9707671712,12,1.2246467991473532e-16,-1.0,-1
07/02/2023 03:27:01 PM,07/02/2023 03:34:20 PM,2023-07-02 15:34:22,2023-07-02 16:08:59,213,151,7.49,,18.78,0.0,0.0,0.0,26.83,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,3829.562361824665,28.0,237276.93187677432,1023516.9037806736,229997.644625548,993063.3768608609,15,-0.7071067811865471,-0.7071067811865479,40
01/09/2023 01:04:23 AM,,2023-01-09 01:15:52,2023-01-09 01:41:46,260,37,6.787,,16.23,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,3470.1254672502,8.0,210434.8918941504,1010211.9773426988,192491.0725491703,1005813.8376355435,1,0.25881904510252074,0.9659258262890683,10
07/22/2023 12:05:15 AM,07/22/2023 12:11:08 AM,2023-07-22 00:11:36,2023-07-22 00:26:30,79,233,3.41,894.0,17.61,0.0,0.0,0.0,11.56,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,1743.4990192018834,4.0,204368.5018753222,988147.6579909977,212491.9358422481,992439.5608777382,0,0.0,1.0,15
07/10/2023 01:21:37 AM,07/10/2023 01:24:27 AM,2023-07-10 01:24:38,2023-07-10 01:50:18,68,213,12.98,,24.93,0.0,0.0,0.0,18.34,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Monday,6636.544653736201,27.0,211948.91240008167,984272.778632622,237276.93187677432,1023516.9037806736,1,0.25881904510252074,0.9659258262890683,10
02/11/2023 12:55:59 AM,,2023-02-11 01:16:10,2023-02-11 01:40:17,35,216,5.64,,17.71,0.0,0.0,0.0,0.0,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Saturday,2883.675797155021,5.0,181203.32110491276,1009147.2314989058,185669.03225079025,1034328.3000648456,1,0.25881904510252074,0.9659258262890683,10
07/04/2023 08:22:37 PM,07/04/2023 08:24:58 PM,2023-07-04 20:24:58,2023-07-04 21:03:27,137,37,5.94,,21.47,0.0,0.0,2.69,19.0,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Tuesday,3037.0628076419903,2.0,209039.3538898732,990763.615736023,192491.0725491703,1005813.8376355435,20,-0.8660254037844386,0.5000000000000001,19
03/04/2023 11:48:15 AM,,2023-03-04 12:01:46,2023-03-04 12:42:34,51,124,18.983,,40.98,0.0,0.0,0.0,0.0,Y,Y,N,Sedans,398.4274776507146,22.61856145435384,2199.7760505862207,Premium,Saturday,7563.348808243515,11.0,257736.0317728284,1031744.9710915012,179131.7944112152,1027278.1400976918,12,1.2246467991473532e-16,-1.0,-1
11/24/2023 10:15:01 PM,11/24/2023 10:21:05 PM,2023-11-24 22:22:24,2023-11-24 22:38:11,72,91,2.95,947.0,11.69,0.0,0.0,0.0,6.38,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Friday,1508.305603121864,19.0,176959.91492476902,1005823.7039946364,167452.06576771155,1003654.1440255484,22,-0.5000000000000004,0.8660254037844384,16
03/19/2023 06:32:34 PM,03/19/2023 06:39:29 PM,2023-03-19 18:39:39,2023-03-19 19:06:52,76,61,5.67,,21.51,0.0,0.0,0.0,19.3,Y,Y,,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,2899.0144982037177,13.0,180096.55428265326,1018425.395770319,185009.7476950033,1001091.0141538236,18,-1.0,-1.8369701987210297e-16,12
11/22/2023 05:56:12 AM,11/22/2023 05:57:19 AM,2023-11-22 05:58:25,2023-11-22 06:27:00,177,261,6.75,,28.62,0.0,0.0,6.54,21.5,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Wednesday,3451.207735956807,9.0,185807.8687629447,1008206.4863896964,197635.1737024674,980639.5117675496,5,0.9659258262890683,0.25881904510252074,20
11/12/2023 01:10:31 AM,11/12/2023 01:15:55 AM,2023-11-12 01:16:35,2023-11-12 01:29:55,143,235,7.51,800.0,10.42,0.0,0.0,0.0,8.83,Y,Y,N,SUV,511.290034956564,16.200269905533062,2587.1255060728745,Regular,Sunday,3839.788162523796,4.0,221982.08549339892,987671.7097013488,249885.02158991544,1007494.9920085216,1,0.25881904510252074,0.9659258262890683,10
